GeneName	NV_controlLung86	NV_controlLung87	NV_controlLung88	NV_controlLung89	NV_fer1Lung2	NV_fer1Lung3	NV_fer1Lung4	NV_fer1Lung10	NV_vehLung1	NV_vehLung2	NV_vehLung3	NV_vehLung4
Cfap97d2	47	36	46	32	28	42	72	168	35	92	46	26
Atp5mk	107	125	83	111	74	147	177	371	140	146	90	109
Wdr74	0	0	0	0	0	0	0	0	0	0	0	0
Cep192	2036	2255	2088	2073	1312	2591	3063	9049	2709	2443	1529	1966
Rps28	2223	1926	1672	1922	1184	3080	3334	8381	2919	2812	1611	2539
Cdyl2	132	125	133	120	109	191	260	676	152	169	117	140
Alpg	13	9	9	8	10	9	5	25	4	18	2	12
Nmrk2	0	0	0	0	0	0	0	0	0	0	0	0
Fcgbpl1	9	0	3	7	11	5	7	40	7	6	2	7
Cfhr1	1	0	0	0	0	0	0	0	0	0	0	0
Cox7a2l2	1955	1985	1564	1663	1108	2155	2447	6699	2338	2023	1277	1858
RT1-T24-4	4936	2316	2503	6469	4267	2275	4759	11838	5857	4663	1346	2331
Mycbpap	285	325	298	335	228	287	397	1209	436	345	185	257
Mxra7	264	261	264	266	302	399	472	1214	514	375	333	407
Rwdd1	438	388	378	379	277	557	641	1662	539	493	322	451
RGD1304770	1	1	3	0	0	0	2	7	0	2	2	0
RGD1304554	0	0	0	0	0	0	0	0	0	0	0	0
Sbk3	0	2	2	1	0	1	4	6	0	0	1	4
Nos1ap	388	408	296	336	201	499	520	1530	619	419	289	391
Ttc27	434	547	517	512	304	608	706	1887	614	597	336	626
AC135389.1	90	97	68	109	62	125	142	357	99	115	51	107
Cenpw	21	20	13	6	38	104	106	384	106	81	38	96
Olr138-ps	0	0	0	0	0	0	0	0	0	0	0	0
Slc5a9	0	1	0	0	0	0	1	1	0	0	0	0
Xrn1	831	720	853	679	578	1037	1321	3344	825	937	651	625
RSA-14-44	0	0	0	0	3	0	0	0	0	0	0	0
Rgcc	2520	1580	972	909	1436	1914	2587	6199	3680	2070	1152	2245
Pdss2	221	254	182	179	161	232	340	943	341	294	177	270
RGD1562683	0	0	0	0	0	0	0	0	0	0	0	0
Tmem45al	279	257	268	268	178	315	458	1237	360	309	147	297
Mtx1	441	402	384	408	274	492	603	1821	571	586	370	522
Ncald	448	485	365	316	231	303	488	1429	433	392	164	237
Adam19	1463	2457	2222	1779	1600	4150	5635	13612	4185	2950	2166	3415
Nudt21	1051	1027	963	921	713	1291	1595	4326	1302	1262	823	1051
AABR07021463.1	0	0	0	0	0	0	0	0	0	0	0	0
Lcmt2	149	172	142	156	89	218	216	609	227	164	99	184
Epm2aip1	2229	2081	2030	2133	1196	2420	2702	7926	2405	2349	1491	1867
Rcn3	653	683	567	620	495	1032	1211	3170	1180	1144	538	1086
Fmo13	0	0	0	0	0	0	0	0	0	0	0	0
Krtap7-1	0	0	0	0	0	0	0	0	0	0	0	0
Btnl10	19	3	10	4	2	0	2	6	1	3	2	0
Msmp	0	0	1	2	0	0	0	0	0	1	4	2
AC128207.2	1	2	0	2	1	0	0	2	1	1	0	1
Rd3l	1	0	0	8	0	1	2	2	0	9	1	0
AABR07045431.1	142	137	100	122	80	159	209	487	151	159	74	117
Fbxl13	70	63	64	73	62	81	124	423	99	249	95	66
Zfp770	435	387	376	366	226	508	464	1476	417	478	261	402
Cfap107	58	52	38	58	50	59	70	316	39	162	56	47
AABR07054232.1	0	0	0	0	0	0	0	0	0	0	0	0
Cnn2	3516	3618	3875	3325	2746	5538	6578	16164	6032	5178	3120	5277
Zfp951	9	24	21	6	3	22	23	44	2	31	6	3
Zfp639	340	247	341	286	184	369	468	1172	457	385	245	318
Fpr-rs4	0	0	0	0	0	0	0	0	0	0	0	0
Aplf	335	268	229	267	197	367	462	1067	319	283	258	238
Dnajc4	193	148	126	179	92	187	206	717	217	151	131	196
Siah3	0	0	0	0	0	0	0	0	0	0	0	0
Tipin	394	413	316	383	289	522	552	1925	629	525	304	437
Sec22a	435	469	396	433	293	605	728	1919	695	518	355	497
Zfpm1	851	1030	1106	1156	699	952	1529	3549	1435	1059	693	1085
Clstn2	238	351	306	176	277	362	548	892	235	294	106	199
Ceacam19	16	2	10	7	6	18	6	46	10	17	23	9
Ap1m2	651	828	806	778	508	788	1103	3092	840	873	584	714
Oxct1	2723	3160	2878	2743	2810	5036	6571	15928	4590	5365	2953	3640
Etv3	2505	2259	2264	1957	1588	2261	3031	8068	3517	3502	1694	2104
Mt2A	419	158	258	110	213	349	514	1016	669	921	164	1136
Ddx21	1815	1972	2025	1673	1270	2508	2442	7049	2593	2915	1489	2358
Bahcc1	657	661	785	673	533	773	1088	2884	696	651	383	640
Frrs1l	29	57	62	25	30	38	41	196	6	44	16	34
Lyrm2	427	471	372	484	266	523	620	1759	543	514	365	496
Btbd18	0	0	0	0	0	0	0	2	0	0	0	0
Fam43b	0	0	0	0	0	0	0	0	0	0	0	0
Tomm7	1448	1305	1119	1170	854	1737	1824	4695	1849	1605	937	1457
RGD1308564	40	15	9	1	3	3	4	15	1	3	2	2
Cckar	0	0	0	0	2	0	1	6	2	3	0	0
Olr881	0	0	0	0	0	0	0	0	0	0	0	0
Armcx4	429	517	469	417	397	555	720	2656	507	531	275	429
RGD1565660	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000043131	1	0	0	0	0	0	1	1	1	1	0	0
Lbhd2	5	3	8	6	3	3	10	25	13	9	3	4
Ap3s2	569	562	519	502	401	803	939	2535	962	689	462	715
Eml1	2282	1920	1892	1717	1090	1839	2594	6489	2456	1972	922	1732
Olr730-ps	0	0	0	0	0	0	0	0	0	0	0	0
Olr680-ps	0	0	0	0	0	0	0	0	0	0	0	0
Arfgap1	0	2	2	1	1	2	3	12	11	1	3	6
Cntln	156	150	126	148	147	219	266	835	266	305	143	173
Prr19	0	1	2	1	5	0	3	2	0	0	0	0
RGD1564712	0	0	0	0	0	0	0	5	2	0	0	0
AABR07060353.2	4	16	12	11	5	6	15	23	5	15	6	11
Itga9	999	1214	1035	909	761	1511	1784	5273	1714	1492	788	1336
ENSRNOG00000043170	0	0	0	0	0	0	3	0	0	0	0	0
Hdhd2	878	880	696	754	692	1176	1328	3200	1279	1226	749	990
Psx1	0	0	0	0	0	0	0	0	0	0	0	0
Septin6	492	455	428	424	284	678	807	2079	483	803	388	501
Ppil6	90	109	64	110	69	124	129	437	133	226	85	108
Trub2	677	600	710	636	539	1041	1165	2974	1246	890	525	832
Hacd1	102	118	169	118	68	155	145	401	191	159	68	162
Skint1	2	0	0	0	0	0	0	0	0	3	0	0
ENSRNOG00000043197	0	0	0	0	0	0	1	2	0	0	0	0
Bves	12	11	15	9	9	14	19	41	10	29	8	16
Coq8a	543	585	635	734	300	648	821	2478	562	503	449	491
Krt75	51	45	69	43	16	77	74	148	37	38	22	21
ENSRNOG00000043210	12	21	8	7	12	10	7	28	6	9	3	12
Dip2a	986	1018	1023	966	677	977	1583	3776	1028	1049	646	905
Rtbdn	50	40	24	28	22	30	30	105	38	70	23	27
Fbn2	6	9	9	6	9	2	6	60	14	9	21	10
Zfp949	194	211	232	195	126	274	321	982	260	231	129	243
Zfp771	80	73	78	91	51	56	103	330	113	99	62	107
ENSRNOG00000043229	0	0	0	0	0	0	0	0	0	0	0	0
Cyp4f6	291	352	262	272	187	469	472	1488	358	489	195	393
Prl8a3	0	0	0	0	0	0	0	0	0	0	0	0
Pde4c	85	134	160	86	60	123	115	657	127	111	84	77
Spink10	0	0	0	0	0	0	0	0	0	0	0	0
Bpifa6	2	0	0	0	2	1	4	1	2	8	0	3
Mrm2	90	101	87	104	56	85	126	356	91	80	46	90
Vom2r37	0	2	0	0	0	1	1	2	0	0	1	1
Cpne2	373	392	386	400	268	521	574	1652	373	414	290	385
Actbl2	0	0	0	0	0	0	0	0	0	0	0	0
Dppa1	0	0	0	0	0	0	0	0	0	0	0	0
1810010H24Rik	663	571	572	769	338	492	667	2239	765	678	384	508
Abca14	0	0	0	0	0	1	0	0	1	0	0	2
Olr877	0	0	0	0	0	0	0	0	0	0	0	0
Enho	29	17	16	19	10	21	46	76	16	15	16	30
ENSRNOG00000043302	0	0	0	0	0	0	0	0	0	0	0	0
Apcdd1	476	348	512	405	499	1048	1295	2721	1069	799	466	1348
ENSRNOG00000043306	0	0	0	0	0	1	0	0	0	0	0	0
Birc7	1	0	1	0	0	0	0	0	0	0	0	0
ENSRNOG00000043313	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000043323	34	35	26	22	15	60	46	104	39	23	15	16
Upk2	0	0	0	0	1	1	3	14	1	2	3	4
Chmp2a	2061	2044	1637	1793	1129	2471	2731	7458	2815	2348	1357	2034
Rnf180	55	55	54	62	55	78	91	242	78	86	59	49
Ankrd65	13	16	4	16	11	24	5	59	19	60	13	14
Foxd1	0	0	5	0	0	0	0	0	0	0	0	2
ENSRNOG00000043334	0	0	0	0	0	0	0	0	0	0	0	0
Zfp51	229	204	185	166	90	271	245	780	259	248	117	187
ENSRNOG00000043342	25	18	18	9	6	30	10	64	23	9	6	15
Cyp4f40	1	1	0	0	0	0	0	1	0	0	0	0
Rnf168	312	307	227	354	206	350	483	1323	520	418	224	476
Rpl39	3243	3127	2699	2706	2118	4630	4541	12929	4371	3849	2545	4040
Cap2	67	57	47	75	33	50	88	175	71	80	39	63
Zfp407	518	552	558	524	399	636	812	2151	623	612	448	543
Zfp362	377	395	404	370	177	400	511	1408	428	359	241	384
Vom1r106	0	0	0	0	0	0	0	0	0	0	0	0
Fubp1	1978	1745	1823	1686	1065	2201	2534	7299	2515	2278	1336	1812
RGD1566099	87	90	69	84	47	82	146	385	129	89	43	85
Tmigd3	0	0	1	4	2	5	2	6	3	1	3	1
Rusc1	2168	2288	1867	2321	1454	2563	3432	7426	3038	3162	1639	2280
Nkpd1	6	5	1	6	2	6	13	27	8	16	7	16
Cyth1	1516	1193	1192	1059	777	1168	1756	4410	1604	1566	923	1338
Olr941-ps	0	0	0	0	0	0	0	0	0	0	0	0
Hoatz	67	85	58	65	62	88	72	306	58	214	62	57
Commd2	695	749	698	696	385	864	958	3050	1028	750	432	711
Cpe	396	447	429	639	263	552	682	1496	770	1216	270	563
Irf3	2371	1372	1349	1602	934	1598	2177	5516	2510	1984	1131	1992
Samd12	122	153	182	113	92	91	123	336	120	121	63	65
Olr135	0	0	0	0	0	0	0	0	0	0	0	0
Cldn34d	0	0	0	0	0	0	0	0	0	0	0	0
Uroc1	0	1	1	2	0	0	0	0	2	1	0	0
Cfap300	228	253	160	267	146	351	296	1035	270	589	189	227
RGD1561102	7	6	6	13	5	12	10	33	15	2	10	2
Fcrl5	29	16	15	12	10	37	39	112	26	81	32	14
Bcl3	337	276	269	241	125	298	341	671	1146	675	203	588
Hist3h2ba	8	23	10	23	14	18	12	41	20	16	8	11
Gm12169	1	0	0	0	0	0	0	0	0	1	1	0
Kyat3	118	125	136	142	82	184	202	571	160	166	109	135
Micu1	2945	2854	2884	3180	1966	3765	3932	12243	3435	2824	2038	2536
Olr879	0	0	0	0	0	0	0	0	0	0	0	0
Lin52	414	446	492	557	256	582	686	1840	507	481	274	464
Them5	291	373	324	334	76	381	349	1185	533	234	153	274
Spp1	1427	876	1004	100	183	3536	9602	1748	3643	3960	4175	937
Olr216-ps	0	0	0	0	0	0	0	0	0	0	0	0
Arc	8	2	7	3	7	23	9	46	12	12	5	9
Krtap8-1	0	0	0	0	0	0	0	0	0	0	0	0
AABR07006142.1	221	281	163	231	81	454	492	769	269	296	294	59
AABR07071440.1	0	0	0	0	0	0	0	0	0	0	0	0
Olr1750	0	0	0	0	0	0	0	0	0	0	0	0
Tnfrsf26	328	301	276	275	192	510	411	1067	465	431	209	398
Gm715	4	9	10	8	3	5	11	21	8	3	2	4
ENSRNOG00000043494	0	0	0	0	0	0	0	0	0	0	0	0
Sik2	2012	2353	2204	2452	1225	2619	3290	8725	2890	2343	1531	2187
Mindy4b	0	0	0	0	0	0	0	0	0	0	0	0
Ehd1	5366	5471	5257	5091	2544	4412	5075	13258	5160	4914	2570	4584
Tmem95	0	0	0	0	0	0	0	0	0	0	0	0
Magebl1	0	0	0	0	0	0	0	0	0	0	0	0
Etv3l	0	0	0	0	0	0	1	0	1	0	0	0
AABR07005040.1	0	0	0	0	0	0	0	0	0	0	0	0
Cyp4x1	0	0	0	0	0	0	0	0	0	0	0	0
Mir1956	0	0	0	0	0	0	0	0	0	0	0	0
Snora36c	0	0	0	0	0	0	0	0	0	0	0	0
AY172581.24	4689	5048	5462	3712	2744	9153	8327	15551	5671	6867	3028	5185
Mir632	0	0	0	0	0	0	0	0	0	0	0	0
Snora47	0	0	0	0	0	0	2	2	0	0	0	0
Mir3084c	0	0	0	0	0	0	0	0	0	0	0	0
Mir1949	1	0	1	0	4	0	3	3	1	0	0	1
Scarna3	0	0	0	0	0	0	0	0	0	0	0	0
Slc39a3	448	471	468	453	250	509	671	1814	559	502	288	494
Gpr1	0	0	0	0	0	0	0	0	0	0	0	0
Rtl8a	608	657	457	656	357	675	858	2324	881	674	494	607
Dusp11	1286	1095	1180	970	713	1412	1737	4436	1439	1509	807	1140
1700030J22Rik	38	54	30	29	17	46	50	134	40	59	13	45
Frat2	99	67	74	83	43	99	103	259	51	81	48	77
ENSRNOG00000045545	0	0	0	0	0	0	0	1	0	0	0	0
Proser2	764	625	627	571	304	354	544	1805	596	400	283	315
Faim2	72	111	84	83	94	101	171	451	126	83	93	77
Romo1	649	596	487	550	316	485	768	2016	837	666	466	681
Mir3550	0	0	0	0	0	0	0	0	0	0	0	0
Cd34	1545	1593	1500	1426	1539	3264	3673	8937	3170	2976	1546	2427
Gvin1	694	845	1015	781	581	1581	1706	4218	889	1088	605	864
Uqcc3	499	458	455	492	289	592	712	1921	659	534	353	542
ENSRNOG00000045565	0	0	0	0	0	0	0	0	0	0	0	0
Rbm14	906	906	820	788	399	1028	1219	3165	939	893	553	991
ENSRNOG00000045570	38	35	27	44	21	49	51	118	55	42	33	34
Morn3	38	26	29	34	32	50	39	120	40	89	39	28
AABR07039174.1	0	0	0	0	0	0	0	0	0	0	0	0
Erv3	0	0	0	0	0	0	0	0	0	0	1	0
Dpy19l2	27	13	22	18	15	20	11	89	10	49	16	29
Vom2r76	0	0	0	0	0	0	0	0	0	0	0	0
Tnfsf9	32	15	9	11	14	38	49	117	88	62	32	50
AABR07018132.1	0	0	0	0	0	0	0	0	0	0	0	0
Uxs1	942	1081	841	924	735	1370	1765	4726	1489	1328	859	1350
AABR07049455.1	0	0	0	0	0	0	0	0	0	0	0	0
Tha1	60	57	69	76	36	61	83	180	69	55	31	48
Pglyrp3b	0	2	0	0	0	0	0	1	0	0	0	0
AABR07040686.1	0	0	0	0	0	0	0	0	0	0	0	0
Gatc	514	554	496	549	291	572	754	1936	691	539	339	512
Spaca5	0	0	0	0	0	0	0	0	0	0	0	0
Capn10	546	415	394	430	321	511	604	1735	571	602	323	517
Pkd1l2	2	3	7	1	2	3	8	18	10	4	1	5
Atp23	118	123	123	119	106	196	235	683	222	199	145	166
AABR07017610.1	0	0	0	0	1	3	1	4	1	0	0	2
Olr513	0	0	0	0	0	0	0	0	0	0	0	0
Fasn	18099	23091	14070	14326	11399	14257	21132	62315	26503	20059	14985	14022
Rnf14	2719	2592	2320	2485	1670	3011	3774	10614	3493	3163	1952	2721
RGD1560883	78	87	99	92	57	127	124	405	97	140	79	84
ENSRNOG00000045641	0	0	0	0	0	0	0	0	0	0	0	0
Hax1	999	1022	901	944	623	1318	1425	4119	1293	1189	771	1125
Arrdc3	6386	5526	5313	5166	3725	5003	8452	18294	6416	4205	2652	3347
ENSRNOG00000045654	0	0	0	0	0	0	0	0	0	0	0	0
Wfdc13	0	0	0	0	0	0	0	0	0	0	0	0
AABR07044301.1	0	0	0	0	0	0	3	0	0	0	0	3
Amigo1	337	454	399	461	226	411	469	1381	448	393	221	388
Ifnar2	1776	1566	1738	1617	990	1696	2290	5808	2579	1886	1109	1518
AABR07030335.1	0	0	0	0	0	1	0	0	0	0	2	0
Tnfsf12	950	913	916	908	558	1013	1415	3438	1122	965	833	958
Olr1455	0	0	0	0	0	0	0	0	0	0	0	0
Nlrp6	1	1	1	2	2	0	1	1	4	1	3	1
Krtap3-3	0	0	0	0	0	0	0	0	0	0	0	0
Apoa1	12	8	0	4	5	2	10	22	5	1	1	15
Mfap4	31851	23612	22940	25996	26943	48111	57882	146829	68164	43160	27509	56636
Nfs1	1005	1002	820	932	616	1017	1249	3720	1410	1312	824	1009
NEWGENE_1559832	733	600	674	570	512	847	1016	2796	819	956	610	606
Ccdc110	4	2	4	5	1	7	5	18	10	10	7	1
Olr1624	0	0	0	0	0	0	1	0	0	0	0	1
Olr1142	0	0	0	0	0	0	1	0	0	0	0	0
Mir3084a	0	0	0	0	0	0	0	0	0	0	0	0
Crybg3	1784	2181	2169	1876	1227	2150	2664	6635	2045	1976	1302	1499
AC117058.1	0	0	0	0	0	0	0	0	0	0	0	0
Fpr-rs3	0	0	0	0	0	0	0	0	0	0	0	0
2310002L09Rik	0	0	0	0	0	0	0	0	0	0	0	0
MGC116197	0	0	0	0	0	0	0	0	0	0	0	0
Ak4	117	103	107	105	70	213	246	624	191	173	133	124
Tmx3	1524	1582	1501	1320	987	1805	2243	6408	1634	1745	1166	1299
AABR07071891.2	109	87	44	70	62	122	107	283	101	97	53	95
Etnppl	0	0	0	0	0	0	0	6	5	0	0	1
AC105515.1	0	0	0	0	0	0	0	0	1	0	2	0
Rrm1	958	1004	925	849	904	1765	1897	5896	1635	1672	1032	1413
Ebna1bp2	789	796	783	763	475	976	1105	3103	1218	1135	550	1115
Cxxc4	6	6	12	3	6	16	17	28	3	15	8	1
Hira	988	1029	949	962	583	1034	1355	3425	1163	933	615	1002
Chl1	71	40	60	33	71	69	76	221	86	144	101	95
Rnpepl1	1963	2215	2086	2156	1271	2059	3157	7545	2663	2026	1448	2218
AC119603.1	1	1	1	0	0	0	1	1	1	2	1	0
AABR07039210.2	203	234	183	223	126	272	334	851	250	303	222	240
Mir3561	0	4	1	1	0	2	4	5	4	1	1	2
Eif4a3	1926	1872	1642	1779	1078	2274	2416	6844	2685	2122	1357	2159
Gatd1	488	531	474	458	338	588	891	2072	714	571	360	603
Lep	0	0	0	3	4	2	0	1	1	31	2	0
Rup2	1	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000045801	0	0	0	1	0	0	0	0	0	0	1	0
Gria1	45	34	20	41	20	37	34	137	25	18	3	16
H2bl1	0	0	0	0	0	0	0	0	0	0	0	0
H2aj	242	237	194	181	134	171	321	833	358	261	162	331
Slc41a3	64	50	37	46	52	74	87	307	62	80	54	93
Thbs1	10453	6035	10924	5141	2962	7497	6812	15758	14136	11884	4402	8956
Lmod2	13	5	6	18	4	25	20	38	4	63	4	14
Hps1	758	762	675	653	573	809	1205	3413	1094	895	733	905
Rusc2	1667	2157	1812	1948	1229	1741	2553	5474	1799	1538	1107	1658
Impact	1373	1034	1023	938	731	1316	1509	4589	1835	1470	936	1361
Rfx2	330	309	221	284	158	266	259	1240	398	503	192	235
Zfp277	552	560	522	596	315	737	791	2310	796	578	374	636
U2af1	1267	1071	1062	1090	713	1271	1383	4276	1701	1442	749	1416
Naa16	601	498	467	500	279	560	606	1987	646	607	318	491
Rps17	102	100	80	75	59	155	146	377	119	96	57	107
RGD1562667	1	1	0	0	0	12	3	0	0	20	0	12
6030468B19Rik	6	1	1	0	3	2	2	2	4	7	4	1
Cfl2	1137	1195	1076	1049	818	1518	1806	5378	1637	1495	824	1349
Dcp2	319	346	342	307	285	406	462	1631	338	441	232	255
Kdm4d	1	7	5	6	9	15	4	16	3	1	4	0
AABR07044416.1	46	42	41	50	31	46	38	137	74	80	33	31
Prdm16	526	571	526	423	309	525	689	2069	610	518	363	434
Jarid2	671	717	810	722	468	982	1338	3441	857	867	515	867
Mcu	854	868	909	972	512	1123	1276	3542	1045	977	633	922
Lrrc45	0	0	0	0	0	0	0	0	0	0	0	0
Sik3	1455	1288	1002	1111	755	1408	1554	4399	1578	1490	897	965
Susd6	4661	5105	4996	4858	3799	6764	10126	21394	6794	6686	3950	5666
AABR07066440.1	0	0	0	0	0	0	0	0	0	0	0	0
Acsbg2	4	0	0	1	0	0	0	1	0	2	0	0
Arl10	395	320	287	324	230	392	511	1251	520	411	234	382
Faah	321	373	334	362	256	487	555	1635	454	526	297	339
Ephb4	3991	3131	3608	3136	2193	3178	3982	9607	4187	3118	1760	2947
Tex13c	0	0	0	0	0	0	0	0	0	0	0	0
Lyrm7	70	115	96	90	72	140	176	565	137	147	91	105
Gzmbl1	2	4	2	0	3	1	2	11	2	1	0	0
AABR07067388.1	0	0	0	0	0	0	1	1	0	0	0	0
Tlr8	892	736	744	764	528	1624	1567	2618	1091	844	960	911
Mir6333	0	1	1	0	0	0	1	0	0	0	4	2
Chst14	354	426	353	332	199	320	534	1318	345	236	249	398
Sema6b	170	123	117	82	169	197	267	729	291	391	195	238
Clasrp	531	408	435	474	258	428	554	1459	667	582	299	505
AABR07030823.1	126	134	103	151	95	77	139	583	142	358	103	103
Micos13	2096	2085	1709	1857	1223	2455	2809	7732	2913	2300	1523	2197
Scd2	17536	26067	20826	22390	14291	20970	33740	97919	30148	23616	20650	18902
Cldn3	1297	1117	1044	1175	354	553	1111	4212	1159	1027	502	726
AABR07038853.1	0	1	0	0	0	0	0	0	0	0	0	0
Pcsk1n	66	81	69	58	51	37	151	278	153	113	96	111
Exoc4	1046	1219	1148	1046	990	1700	2139	5772	1723	1728	1119	1293
Haus6	110	102	147	95	105	202	250	690	161	205	142	161
Itprip	731	711	652	781	575	817	1041	2523	689	825	421	743
AABR07002384.1	0	0	0	0	0	0	0	0	0	0	0	0
Zdhhc25	0	0	0	0	0	0	0	0	0	0	0	0
Dennd1c	476	369	419	474	307	739	829	1970	608	755	473	708
Nudt10	23	36	27	30	19	31	44	137	35	72	26	42
Pnmt	13	3	8	6	10	7	12	30	10	10	3	7
RGD1308005	0	0	0	0	0	0	0	0	0	0	0	0
Higd1c	0	0	5	2	0	1	0	5	0	0	1	0
Mir3566	0	0	0	0	0	0	0	2	0	1	0	0
Tspan10	1	1	1	3	2	3	9	25	0	10	9	1
AABR07004560.1	0	0	0	0	0	0	0	0	0	0	0	0
Gon7	155	134	127	138	74	175	194	617	205	167	87	146
Tmc8	397	275	381	268	174	353	378	939	352	342	199	271
AABR07042071.1	0	0	0	0	0	0	0	0	0	0	0	0
AABR07066416.2	0	0	0	0	0	0	0	0	0	0	0	0
Dedd2	468	450	475	415	266	402	532	1486	440	450	337	420
Mir6332	0	0	0	0	0	0	0	0	0	0	0	0
AABR07030793.1	73	29	57	42	36	53	102	210	97	44	83	46
Gpr108	1195	1133	984	1009	715	1421	1666	4656	1769	1599	980	1222
AABR07024439.1	2	7	1	1	0	0	1	9	0	6	0	4
Syt14	3	0	2	9	2	0	2	16	4	9	11	0
AABR07049184.1	0	0	0	0	0	0	0	0	0	0	0	0
Pgap3	211	242	198	216	109	197	242	776	239	222	145	174
Tubb1	32	14	22	12	21	39	33	39	30	13	8	18
AABR07031674.2	0	0	0	1	0	2	0	1	1	0	1	0
1700102P08Rik	36	24	25	18	11	15	36	83	32	46	19	31
Gns	4829	5199	4434	4464	3818	7174	9711	23308	7868	7167	5614	6876
AABR07042936.1	1	0	1	0	0	0	2	4	0	0	0	0
Mptx1	2	0	1	0	0	4	11	11	20	7	11	1
AABR07035839.1	47	46	56	60	17	33	42	172	72	41	33	32
Sf3b6	906	911	732	806	482	1138	1146	2973	1074	874	587	904
AABR07073146.1	0	0	0	0	0	0	0	0	0	0	0	0
Anks4b	90	168	167	144	41	122	188	646	70	62	34	77
AABR07030156.1	0	0	0	0	0	0	0	0	0	0	0	0
Cgas	42	41	62	53	28	84	85	289	91	109	54	75
Nsun4	2	0	0	2	1	4	0	5	1	2	1	1
Mir5126	0	0	0	0	0	0	0	0	0	0	0	0
AABR07029596.1	75	67	85	104	62	90	137	298	105	173	77	67
Icos	69	73	70	67	79	173	209	442	130	218	121	136
Metrnl	441	389	436	441	224	638	728	1637	576	595	508	610
Tspan15	1783	2281	1836	2041	1105	1948	2785	7644	2359	1717	1355	1756
Fbxw4	877	746	708	745	528	950	1236	3086	1159	892	682	987
Cyp27b1	9	4	8	2	1	12	7	35	16	15	4	8
RGD1559482	682	868	632	493	753	1570	2494	4690	1468	1367	1980	1218
Ceacam4	75	66	67	65	35	116	207	353	75	141	48	97
ENSRNOG00000046224	0	0	0	0	0	0	0	0	0	0	0	0
Tprg1l	1973	2026	1758	1818	1406	2281	3102	7681	2525	2241	1667	2133
Cacna1s	0	4	1	0	1	2	2	6	1	1	0	5
AABR07022023.1	0	0	0	0	0	0	0	0	0	0	0	0
Klf7	1169	721	615	569	367	584	860	2778	839	838	387	349
Pate3	0	0	0	0	0	0	0	0	0	0	0	0
AABR07057423.1	168	115	112	111	81	101	136	382	128	112	63	98
Tbl2	289	266	244	247	189	421	458	1186	303	434	239	366
Adgre1	499	406	407	343	301	958	965	1568	745	819	513	792
Ralgapa1	3745	3890	3214	2996	2238	3961	5038	14360	5325	4365	2996	3339
Ctdspl	2948	3407	3053	3115	2121	2920	3574	11217	2855	2495	1798	3025
B3gnt5	123	136	100	80	46	272	139	494	100	238	121	112
Acp5	1085	1410	1042	1118	1339	2846	3802	8822	2652	2379	2701	2055
3110082J24Rik	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhb7	22	42	16	24	8	46	63	83	39	61	18	45
Gspt1	2090	2380	2137	1956	1245	2759	3334	8338	3204	2959	1658	2861
Myh3	3	3	5	0	2	4	0	13	3	20	1	2
AABR07063703.1	1	0	0	0	2	0	0	5	2	0	1	4
Tceal5	12	12	7	7	2	11	4	42	24	11	0	5
Mir6326	4	0	0	1	0	0	2	3	6	7	0	5
Tmem41a	240	223	224	173	146	297	284	918	415	341	145	401
Klk1c10	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000046301	0	0	0	0	0	0	0	0	0	0	0	0
Glyctk	84	82	85	64	57	127	142	388	110	118	72	111
Gpr68	81	122	96	76	99	205	303	681	129	221	221	187
AABR07044473.1	0	0	0	0	0	0	0	0	0	0	0	0
Mir6315	0	0	0	0	0	0	0	0	0	0	0	0
Rp1l1	7	19	17	9	3	10	18	57	7	16	3	2
Rbpj	2143	2166	2179	1956	1490	3006	3436	9028	3489	3529	1905	2860
AABR07029581.1	2406	2486	2299	2452	1601	2921	3779	9652	3104	2562	1881	2342
AABR07007032.1	2244	2870	2428	2371	1852	3515	3448	9523	2877	2813	1528	2563
AABR07027753.1	0	0	0	0	0	0	0	0	0	0	0	0
AABR07002473.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000046342	0	0	0	0	0	0	0	0	0	0	0	0
Cryga	6	10	7	3	6	6	7	23	6	8	3	6
Rpn1	5308	5717	5106	4605	3633	7107	8341	20781	7504	7046	4305	6198
Slpil3	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000046353	110	112	112	118	50	109	99	345	86	79	62	69
Olr1696	0	0	0	0	0	0	0	0	0	0	0	0
Adh5	1165	1226	1090	1059	787	1450	1704	4532	1381	1384	751	1098
Hoxa7	44	18	48	30	18	18	39	121	32	27	18	41
Oit3	1	2	0	2	1	7	0	3	1	5	0	4
Dmd	593	688	558	594	440	849	1137	2564	777	842	465	614
Dusp14l1	1	0	0	0	15	1	0	5	0	4	1	4
Btnl9	13	4	6	11	8	30	41	49	20	32	18	36
Tceal3	0	1	0	0	0	0	0	0	0	4	0	0
AABR07006576.1	0	0	0	0	0	1	0	0	0	0	0	0
Gm29133	0	0	0	0	0	0	0	0	0	0	0	0
Mfn2	2589	2823	2519	2738	1954	2869	3764	10085	3105	2939	1878	2521
